0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1000.00	100.00	100.00	100.00	1000.00	1000.00	1000.00	1000.00	1000.00	1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00
1000.00	100.00	100.00	100.00	1000.00	1000.00	1000.00	1000.00	1000.00	1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00
1000.00	100.00	100.00	100.00	1000.00	1000.00	1000.00	1000.00	1000.00	1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00
1000.00	100.00	100.00	100.00	1000.00	1000.00	1000.00	1000.00	1000.00	1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00
40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00
1000.00	1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00	1000.00	1000.00
1000.00	1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00	1000.00	1000.00
1000.00	1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00	1000.00	1000.00
1000.00	1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00	1000.00	1000.00
40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00	40.00
1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00	1000.00	1000.00	1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00
1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00	1000.00	1000.00	1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00
1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00	1000.00	1000.00	1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00
1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00	1000.00	1000.00	1000.00	1000.00	100.00	100.00	100.00	1000.00	1000.00
0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02